Raton,Grupo,Region,Antigeno,Reestimulacion
6,C,Bazo,7,130.3703708
7,C,Bazo,7,118.0327871
8,C,Bazo,7,113.114755
9,C,Bazo,7,87.37863928
10,C,Bazo,7,102.912621
11,C,Bazo,7,94.79768606
12,C,Bazo,7,116.7629984
13,C,Bazo,7,96.35036437
14,C,Bazo,7,140.145992
15,C,Bazo,7,116.2011155
16,C,Bazo,7,122.905025
1,D,Bazo,7,110.4761906
2,D,Bazo,7,100.9523793
3,D,Bazo,7,111.4942546
4,D,Bazo,7,100
5,D,Bazo,7,145.6000038
6,D,Bazo,7,79.99999702
7,D,Bazo,7,104.1666644
8,D,Bazo,7,100.0000049
9,D,Bazo,7,92.49999833
10,D,Bazo,7,121.2500013
11,D,Bazo,7,107.142855
12,D,Bazo,7,92.857145
1,I,Bazo,7,170.8029149
2,I,Bazo,7,237.9562079
3,I,Bazo,7,191.6666615
4,I,Bazo,7,273.6111078
5,I,Bazo,7,88.34952049
6,I,Bazo,7,86.40776712
7,I,Bazo,7,116.9590629
8,I,Bazo,7,106.432754
9,I,Bazo,7,NA
10,I,Bazo,7,83.00000056
11,I,Bazo,7,117.2413853
12,I,Bazo,7,131.0344781
13,I,Bazo,7,104.285717
14,I,Bazo,7,198.5714243
1,J,Bazo,7,17.24137922
2,J,Bazo,7,131.0344831
3,J,Bazo,7,10.58823454
4,J,Bazo,7,110.5882277
5,J,Bazo,7,99.46524155
6,J,Bazo,7,93.04813015
7,J,Bazo,7,108.3333337
8,J,Bazo,7,115.6249977
9,J,Bazo,7,97.23756861
10,J,Bazo,7,88.39779432
1,A,Bazo,8,238.0165261
2,A,Bazo,8,153.7190097
3,A,Bazo,8,322.8758267
4,A,Bazo,8,118.9542526
5,A,Bazo,8,207.0796423
6,A,Bazo,8,223.0088519
7,A,Bazo,8,81.17646969
8,A,Bazo,8,89.41176625
9,A,Bazo,8,160.8938491
10,A,Bazo,8,159.7765325
11,A,Bazo,8,270.8860924
12,A,Bazo,8,273.4177338
1,B,Bazo,8,234.285716
2,B,Bazo,8,277.142866
3,B,Bazo,8,85.47008588
4,B,Bazo,8,100.8547074
5,B,Bazo,8,314.4827528
6,B,Bazo,8,394.4827425
7,B,Bazo,8,269.117652
8,B,Bazo,8,254.4117674
9,B,Bazo,8,109.1891835
10,B,Bazo,8,164.324325
11,B,Bazo,8,397.2602532
12,B,Bazo,8,345.2054718
13,B,Bazo,8,110.0840319
14,B,Bazo,8,176.4705818
15,B,Bazo,8,109.656303
16,B,Bazo,8,60.88379676
17,B,Bazo,8,147.4226823
18,B,Bazo,8,131.958762
1,C,Bazo,8,166.3157786
2,C,Bazo,8,242.1052595
3,C,Bazo,8,209.2592696
4,C,Bazo,8,261.1111205
5,C,Bazo,8,223.7037119
6,C,Bazo,8,242.9629662
7,C,Bazo,8,178.6885298
8,C,Bazo,8,159.0164012
9,C,Bazo,8,111.6504886
10,C,Bazo,8,159.2233059
11,C,Bazo,8,147.9768713
12,C,Bazo,8,167.630049
13,C,Bazo,8,221.8978138
14,C,Bazo,8,192.7007287
15,C,Bazo,8,246.9273666
16,C,Bazo,8,205.586593
1,D,Bazo,8,136.1904773
2,D,Bazo,8,94.28571505
3,D,Bazo,8,112.6436779
4,D,Bazo,8,48.27585967
5,D,Bazo,8,267.1999892
6,D,Bazo,8,196.7999906
7,D,Bazo,8,131.2500003
8,D,Bazo,8,165.6250099
9,D,Bazo,8,148.7500007
10,D,Bazo,8,231.2499987
11,D,Bazo,8,171.4285733
12,D,Bazo,8,164.285715
1,I,Bazo,8,135.7664238
2,I,Bazo,8,140.145992
3,I,Bazo,8,155.5555477
4,I,Bazo,8,173.6111111
5,I,Bazo,8,105.8252465
6,I,Bazo,8,92.23300914
7,I,Bazo,8,167.2514628
8,I,Bazo,8,175.4385944
9,I,Bazo,8,NA
10,I,Bazo,8,199.0000017
11,I,Bazo,8,267.5862139
12,I,Bazo,8,201.3793144
13,I,Bazo,8,198.5714243
14,I,Bazo,8,302.8571347
1,J,Bazo,8,NA
2,J,Bazo,8,102.2988466
3,J,Bazo,8,NA
4,J,Bazo,8,227.0588199
5,J,Bazo,8,225.6684456
6,J,Bazo,8,137.9679199
7,J,Bazo,8,145.833338
8,J,Bazo,8,180.2083378
9,J,Bazo,8,91.71270582
10,J,Bazo,8,120.4419903
1,A,Bazo,9,138.842971
2,A,Bazo,9,128.925617
3,A,Bazo,9,166.013069
4,A,Bazo,9,101.960781
5,A,Bazo,9,196.4601747
6,A,Bazo,9,130.9734526
7,A,Bazo,9,89.41176625
8,A,Bazo,9,108.2352966
9,A,Bazo,9,136.312844
10,A,Bazo,9,137.4301606
11,A,Bazo,9,136.7088669
12,A,Bazo,9,140.5063289
1,B,Bazo,9,127.1428543
2,B,Bazo,9,127.1428543
3,B,Bazo,9,160.6837627
4,B,Bazo,9,121.3675254
5,B,Bazo,9,159.9999923
6,B,Bazo,9,180.6896501
7,B,Bazo,9,133.8235331
8,B,Bazo,9,123.5294057
9,B,Bazo,9,154.5945918
10,B,Bazo,9,176.2162167
11,B,Bazo,9,231.5068333
12,B,Bazo,9,268.4931475
13,B,Bazo,9,102.5210041
14,B,Bazo,9,152.1008445
15,B,Bazo,9,80.85106604
16,B,Bazo,9,47.79050809
17,B,Bazo,9,128.8659837
18,B,Bazo,9,115.4639155
1,C,Bazo,9,221.0526249
2,C,Bazo,9,126.3157884
3,C,Bazo,9,168.5185283
4,C,Bazo,9,157.4074187
5,C,Bazo,9,140.7407374
6,C,Bazo,9,143.7037092
7,C,Bazo,9,113.114755
8,C,Bazo,9,113.114755
9,C,Bazo,9,124.2718447
10,C,Bazo,9,141.7475798
11,C,Bazo,9,289.0173384
12,C,Bazo,9,122.5433461
13,C,Bazo,9,160.5839406
14,C,Bazo,9,147.4452496
15,C,Bazo,9,101.67598
16,C,Bazo,9,111.731839
1,D,Bazo,9,114.2857168
2,D,Bazo,9,90.47618879
3,D,Bazo,9,106.8965506
4,D,Bazo,9,106.8965506
5,D,Bazo,9,129.6000014
6,D,Bazo,9,145.6000038
7,D,Bazo,9,109.3749986
8,D,Bazo,9,139.5833292
9,D,Bazo,9,157.4999973
10,D,Bazo,9,208.7499908
11,D,Bazo,9,92.857145
12,D,Bazo,9,145.7142913
1,I,Bazo,9,127.007301
2,I,Bazo,9,129.927004
3,I,Bazo,9,116.6666607
4,I,Bazo,9,130.5555517
5,I,Bazo,9,91.26213698
6,I,Bazo,9,84.4660228
7,I,Bazo,9,127.4853827
8,I,Bazo,9,126.3157941
9,I,Bazo,9,NA
10,I,Bazo,9,118.0000071
11,I,Bazo,9,166.8965503
12,I,Bazo,9,142.0689678
13,I,Bazo,9,149.9999983
14,I,Bazo,9,187.142859
1,J,Bazo,9,NA
2,J,Bazo,9,135.6321871
3,J,Bazo,9,NA
4,J,Bazo,9,88.23528735
5,J,Bazo,9,109.0909136
6,J,Bazo,9,111.2299474
7,J,Bazo,9,115.6249977
8,J,Bazo,9,108.3333337
9,J,Bazo,9,101.6574609
10,J,Bazo,9,89.50276482
